,ENSG00000114416.13_20,ENSG00000114416.13_21,ENSG00000114416.13_3,ENSG00000114416.13_4,ENSG00000114416.13_5,ENSG00000114416.13_6,ENSG00000114416.13_7
GTEX-12WSL,9.313105018023125,60.812370932860695,6.819008871787996,0.0,0.0,100.0,99.48923644632158
GTEX-12WSN,7.663562350294695,61.49486373941298,15.386822045298063,0.0,0.0,98.7683328623121,99.00889466059333
GTEX-12ZZW,11.683467177834892,50.68706931356346,9.597621899013392,0.0,0.0,100.0,100.0
GTEX-12ZZY,7.593215608076818,61.74443520560694,6.337548913968128,0.0,1.3923281782927626,99.22302821292259,99.28577285989773
GTEX-13111,6.745077155804273,38.3356957495621,2.0604200304223093,0.0,0.0,100.0,100.0
GTEX-13113,2.9012453109141756,38.12419940333141,3.159961020277912,0.0,0.0,100.0,100.0
GTEX-1313W,3.728184201934552,29.85741219620246,16.92554125770429,0.0,0.0,98.76276889870508,100.0
GTEX-131XE,7.283348358109035,70.82557671913779,9.371171811074623,0.0,0.0,100.0,100.0
GTEX-131XF,6.877312884131085,43.85039852851011,13.557137305822254,0.0,0.0,100.0,100.0
GTEX-131XH,9.064589649178073,29.391231774849285,12.429631242033,0.0,0.0,100.0,100.0
GTEX-131XW,6.070261919176368,39.512897431465724,15.394448822344803,0.0,0.0,97.94685714140513,97.05073225989157
GTEX-131YS,11.1695002105961,53.110858703943606,9.549124814868943,0.7225293376006207,0.0,100.0,99.27303818284675
GTEX-132NY,6.789696727225089,45.708386550802764,10.502694255315507,0.0,0.0,100.0,100.0
GTEX-132QS,3.608676737545468,36.24216299492852,5.941778545792902,0.0,0.0,100.0,100.0
GTEX-1339X,2.7045818835162336,41.53668811753572,9.307025737037202,0.0,0.0,100.0,100.0
GTEX-133LE,4.551861238705845,41.47189235442442,11.204369537515252,0.0,0.0,100.0,100.0
GTEX-1399S,9.335723384744336,51.99766425229962,5.739712721299163,0.6878087060887227,0.7571522943238986,100.0,100.0
GTEX-1399U,9.543890072712177,44.03838893018009,4.556107266110217,0.0,0.0,97.99646703741945,97.74276430557956
GTEX-139T6,9.341592541947827,48.09722647822914,3.2089070083090006,0.0,0.0,99.0682807242503,99.04117577891644
GTEX-139TT,5.118500617292285,39.09421743971659,10.654296570488468,0.0,0.0,100.0,100.0
GTEX-139UW,8.76896276040144,28.163553030562515,8.100970873786407,1.9580787173927325,0.0,100.0,100.0
GTEX-139YR,3.6375223885647707,53.86820817038059,1.7301554808084458,0.0,0.0,99.19257972775547,100.0
GTEX-13CF3,5.585386514398308,47.238946941386935,6.040896379897638,0.0,0.0,100.0,100.0
GTEX-13D11,1.057428980573133,48.50680042320102,5.872248314201062,0.0,0.0,100.0,100.0
GTEX-13FH7,10.17743975839033,47.187474469813104,6.254372463970896,0.0,0.0,100.0,100.0
GTEX-13FHO,12.790608303440859,48.220546594762695,7.787099436116078,0.0,0.0,98.94370855559465,98.01683567769744
GTEX-13FHP,9.410078977569826,47.242956038343756,10.579339688691444,0.0,0.0,100.0,97.54894379314565
GTEX-13FLV,12.30001179291639,39.14940082998209,18.27735967907702,0.6250413440486352,0.0,100.0,100.0
GTEX-13FTX,7.298894407550025,53.077415563622246,5.4766757045174606,0.0,0.0,100.0,100.0
GTEX-13FTY,6.680414161986245,27.40420324069014,16.391730307240163,0.0,0.0,100.0,100.0
GTEX-13FTZ,4.139016043502239,48.16565358142167,34.125363645527365,1.4590677634155895,0.0,100.0,100.0
GTEX-13G51,16.50696836802144,34.03918476127266,14.341283237366662,0.0,0.0,100.0,100.0
GTEX-13JUV,7.495277911924739,61.14360920753743,9.630329700152476,0.0,0.0,99.35582421016711,99.35691369384804
GTEX-13JVG,5.542501294838875,44.40242324093202,10.35884271886197,1.247175023018331,0.0,100.0,100.0
GTEX-13N11,4.053686406094132,59.43199846916938,14.647414724511224,4.808778441181216,0.0,100.0,100.0
GTEX-13N1W,5.671419499980185,22.52943017743895,13.234956136082705,0.8349209906981956,0.9189589243863329,98.18015722720827,98.30472173367667
GTEX-13N2G,3.959945156461777,34.03679171513132,6.134313169286602,0.0,0.0,100.0,100.0
GTEX-13NYB,7.504768889880055,31.21140209755568,11.846699168492188,0.0,0.0,100.0,100.0
GTEX-13NYS,1.8484852159426608,50.32159346207813,5.877225054979099,0.0,0.0,98.07707929287287,98.3713566813316
GTEX-13NZ8,2.194314512978428,62.2573229736948,16.101529062396295,1.3662204291215845,0.0,93.0387571217765,94.22922103983262
GTEX-13NZ9,10.29709143159052,61.18141421017257,22.68262629567729,0.9451915757421974,0.0,100.0,97.93314181581572
GTEX-13NZA,18.539000516037724,59.603349658299756,11.614311325902253,1.8327183271832717,0.0,94.33921021707167,95.47953513002693
GTEX-13O21,8.75669377329609,51.3771516499571,9.177632659207466,0.0,0.6712014054687149,100.0,100.0
GTEX-13O3O,8.445678806045406,43.96727937116252,21.792054230572795,0.0,0.0,98.7075689115299,100.0
GTEX-13O3P,4.127635295966848,53.096536323348055,15.482658848308217,0.8514772272701296,0.0,98.07471258890158,97.60485888380511
GTEX-13O3Q,7.157360201185964,30.714183038208414,14.158749446612715,2.6677011219861546,0.0,100.0,100.0
GTEX-13O61,9.65689258990121,48.98942569694441,7.289280501913928,0.5847723704866562,0.0,98.61832963576911,99.20507625870286
GTEX-13OVG,9.000029014483504,39.78002037674671,21.526017561313203,0.0,0.9561088295687884,100.0,100.0
GTEX-13OVH,6.375400414002057,20.941979207631185,8.86158052136141,0.0,0.0,100.0,100.0
GTEX-13OVJ,7.817646544436994,51.27183252639076,11.609324998501636,0.0,0.0,98.71504133177696,98.88898236270931
GTEX-13OVL,12.787165861476302,52.95394044773354,24.492773277542735,0.7476916900843035,0.0,100.0,100.0
GTEX-13OW5,3.119080563058118,55.827277673921614,5.927563819379071,0.6463927812242418,0.0,98.51226972402604,98.01333274469118
GTEX-13OW6,6.220273935027885,30.28692049097021,11.240680776469492,0.0,0.0,100.0,98.07580001781668
GTEX-13OW8,6.754580266615562,37.91570820737368,10.278498037965031,0.0,0.0,100.0,100.0
GTEX-13PL7,10.43250688048422,58.49801861045282,4.0455598688557775,0.0,0.0,100.0,100.0
GTEX-13PVQ,11.496391775972405,34.10216983473846,10.942386296605347,1.5654549275057785,0.0,100.0,100.0
GTEX-13QBU,2.1704297159504735,32.59523602286245,6.705949499672316,0.0,0.0,99.09314806018983,99.20309526979652
GTEX-13QJ3,7.638671696954012,65.83321771130383,10.738101619795655,0.0,0.0,98.22250928012946,100.0
GTEX-13QJC,5.058948612458661,34.83405325537579,25.881181154576183,4.1171594363083726,1.552245025523492,100.0,100.0
GTEX-13RTJ,2.552277752781185,42.41677433907769,4.1791582118865085,0.0,0.0,98.41485702716636,99.18834151115446
GTEX-13S86,7.574085193168988,68.77288915196887,4.273832245720938,0.0,0.46614941809535726,99.17881221691634,99.27677775023118
GTEX-13U4I,8.37432298875803,46.170729824084425,7.063677195167675,0.0,0.0,100.0,100.0
GTEX-13VXT,7.981839945471592,56.67367596054596,8.85716642348638,0.818996317264882,0.9014459434932544,100.0,100.0
GTEX-13VXU,5.479927359477471,40.737661826697526,8.401048764400322,0.0,0.0,99.11614664439823,97.44367493644253
GTEX-13YAN,4.005199221508003,31.53092310277342,7.620138837155414,0.0,0.0,98.84547876338202,98.97223120991227
GTEX-144GM,4.64372206861649,52.07117796961194,16.468122598572567,0.0,0.0,100.0,100.0
GTEX-144GN,7.671798891782817,53.23136888153937,2.737747918480034,0.0,0.0,100.0,100.0
GTEX-144GO,4.821625361812035,33.76249778597561,9.861812490629651,0.0,0.0,100.0,100.0
GTEX-145LS,2.511264036981838,24.47653393496961,3.523863322052408,0.5146804835924007,0.0,98.76749305647078,98.64021293258226
GTEX-145LT,0.0,50.10360575637378,2.033968008764154,0.0,0.0,100.0,100.0
GTEX-145LU,10.874761686862772,33.329117826062905,18.277359679077016,0.0,1.552245025523492,100.0,100.0
GTEX-145MF,7.4996008711368285,37.189369783706226,8.078443530375647,0.0,0.0,99.05674165881786,99.08058154163396
GTEX-145MH,10.36391735201045,60.656463467358414,7.9828640778964175,0.0,0.0,100.0,100.0
GTEX-145MN,10.443111907172339,54.04590980302666,9.777541902070334,0.0,0.0,100.0,100.0
GTEX-145MO,11.10097926964761,44.39143137415039,13.234956136082705,0.0,0.0,100.0,100.0
GTEX-146FH,9.952607665904162,71.3128884910279,4.794217953353475,0.0,0.0,100.0,100.0
GTEX-146FQ,15.627615703407308,54.46182556251815,3.4998434074538043,0.0,0.0,100.0,100.0
GTEX-1477Z,4.733134432478557,55.99645150952508,2.2164922893836465,1.062085679663554,0.0,100.0,97.65480008377094
GTEX-147F3,4.9006249119015175,46.13360001948566,23.259609782565192,0.0,0.0,100.0,100.0
GTEX-147F4,6.953363407537482,38.16387895710651,12.946246566435226,0.0,0.0,100.0,100.0
GTEX-147JS,6.211486544297414,41.51734892870695,6.427400569407298,0.0,0.0,95.69900257314625,96.98967010872495
GTEX-148VI,8.80229388739244,33.31111907954586,14.495613256709184,0.0,0.0,100.0,100.0
GTEX-148VJ,2.364516384987702,38.97858158639602,12.16778071072047,0.0,0.0,100.0,100.0
GTEX-1497J,12.227211165744862,51.55729272062509,11.40392116592029,0.0,0.0,99.24180008670504,99.26454743336134
GTEX-14A6H,3.287656149686953,49.50147808631309,3.4998434074538056,0.0,0.0,99.07318532439432,98.54361513081993
GTEX-14ABY,5.937467330523215,38.38760181533522,12.739675109982976,0.0,0.0,100.0,100.0
GTEX-14DAR,6.4094962389406245,47.111050882570616,12.645153050018255,0.0,0.0,100.0,100.0
GTEX-14E7W,12.468333390648462,29.227486241515194,17.801304186343877,0.0,0.0,100.0,100.0
GTEX-N7MS,6.739663514816346,40.635556263783585,11.809710426516807,0.0,0.0,100.0,98.8612090304718
GTEX-N7MT,4.033262905570295,45.625472590489615,3.4128478429666464,0.0,0.0,100.0,100.0
GTEX-NFK9,7.859331913387771,44.832365359158,12.039886770252446,0.0,0.0,100.0,100.0
GTEX-NL3G,8.559404408854125,57.83627177001348,17.255500914721132,1.7576972985726085,0.0,100.0,100.0
GTEX-NPJ8,3.1465064274224206,59.07197588647448,8.269359707683572,2.876170253836502,0.0,95.57041828847103,91.98294533831366
GTEX-O5YT,8.675567013551275,64.84068314575683,8.317890546948425,0.0,0.0,100.0,100.0
GTEX-O5YV,5.089404057272525,60.857933416113674,2.994296685264829,0.3507285267047995,0.0,99.61920087229392,100.0
GTEX-O5YW,6.796049879938168,52.34055840337227,11.749981185109078,0.0,0.0,98.99107123012142,98.99947008971418
GTEX-OHPJ,16.97178192688448,67.56511920712055,10.22613319334881,0.0,0.0,100.0,100.0
GTEX-OHPK,5.402973146443517,43.50143576454605,5.492885054928851,0.0,0.0,100.0,100.0
GTEX-OHPL,5.97339297583002,52.35885333662175,7.421708670388889,0.0,0.0,100.0,100.0
GTEX-OHPM,9.521278330969821,59.54733046262574,13.20216705340095,0.0,0.0,100.0,100.0
GTEX-OIZG,18.60588565390818,68.32742520804018,9.280072474025422,0.0,0.0,100.0,100.0
GTEX-OIZH,5.261042970331617,59.49343621005655,6.297174839559598,0.0,0.0,98.69269653128812,99.55732237970372
GTEX-OIZI,8.309475453068622,43.16803665274222,12.157826432808145,0.5618189359375587,1.229474379074181,98.64565918683903,98.82214198569412
GTEX-OOBJ,10.615972537081419,57.82273973143689,34.787065880936794,0.0,0.0,100.0,100.0
GTEX-OOBK,5.221056262614906,57.88544857720791,5.46105750866411,0.0,0.0,100.0,100.0
GTEX-OXRK,3.4667586225857367,71.51642663590208,9.04549265221054,0.0,0.0,98.5404592640013,98.71085806321808
GTEX-OXRL,8.275531355080687,49.037483882186905,2.26613582937957,0.0,0.0,100.0,100.0
GTEX-OXRN,2.525851839294796,36.40908756113966,20.465336471624926,2.876170253836502,0.0,99.13337898109393,97.24596376912336
GTEX-OXRO,5.092295921735855,54.14461970194709,18.520973433853417,0.0,0.0,98.10326501331471,98.55471475243691
GTEX-OXRP,12.255402396724609,59.774218924622566,8.692713011751414,0.0,0.0,98.54336044581824,98.50008332870395
GTEX-P44H,5.430282868116362,21.887223253046425,14.044156651077074,1.1787042164385728,1.2968926799547393,100.0,100.0
GTEX-P4PP,6.609961789023252,51.486141799547546,7.67517048638791,0.0,0.0,98.83431084832452,100.0
GTEX-P4PQ,10.91986721145558,58.87612955554936,5.861790072498114,0.0,0.0,98.10846959271228,98.14450512628183
GTEX-P4QR,5.768793492310938,54.41431209627501,13.034517623078724,0.0,0.0,98.71215247774637,98.59031879679357
GTEX-P4QS,4.675630709840909,54.86963222495521,11.692215873296567,0.0,0.0,100.0,100.0
GTEX-P4QT,3.962957842650833,48.91170912472269,7.662279411885513,0.0,0.0,100.0,100.0
GTEX-P78B,2.784491605373265,61.36996308833277,9.95160704451449,0.0,0.0,100.0,100.0
GTEX-PLZ4,21.27337032256196,61.385221669533905,1.8827989259200757,0.0,0.0,95.99042784119872,97.54402230526354
GTEX-PLZ5,3.982633380646238,62.67872417577905,10.480642233299157,0.0,0.0,99.45183234536515,98.82987460156147
GTEX-PLZ6,4.064610770409075,55.986158564824926,29.038814185328164,2.1018479334179716,0.0,100.0,100.0
GTEX-POMQ,4.750871695986652,56.49781068040773,1.9433303987740063,0.0,0.0,100.0,100.0
GTEX-POYW,3.233184566572637,49.47471620266376,9.632039260876843,0.9451915757421974,0.0,100.0,100.0
GTEX-PSDG,2.5643062340310054,29.320407239204034,9.58162012588421,0.0,0.0,100.0,100.0
GTEX-PVOW,7.509164840152641,51.26647205795643,11.68858443539869,0.0,0.0,98.09218793459983,100.0
GTEX-PW2O,2.087205093076122,53.333289387165195,8.009079606305965,0.0,1.632608338355339,97.45115770435953,98.4504902954781
GTEX-PWOO,2.328295698430651,62.70296105165711,6.792176172660298,0.0,0.0,100.0,100.0
GTEX-PX3G,3.9637472993907195,54.07725115449751,5.910134954384865,0.0,0.0,100.0,100.0
GTEX-Q2AG,2.1297608503956686,31.505004846889396,8.681703251052932,0.0,1.346101725539796,99.4831782185716,100.0
GTEX-Q2AH,8.999470193926332,60.36282472021098,2.7332988276027375,0.0,0.0,98.14884733672284,98.40868556445331
GTEX-Q2AI,3.5501548725279957,52.875832018750316,2.7345721495755906,0.0,0.0,100.0,100.0
GTEX-Q734,2.34967308368815,66.42087018194727,6.714648742841185,0.0,0.0,98.38566298237309,98.35582403663466
GTEX-QCQG,7.036487881308657,59.186842971574535,7.158206087065578,0.0,0.0,100.0,99.05292437854496
GTEX-QDT8,8.36437987984578,49.744906642608335,4.937688648172586,0.9451915757421974,0.0,98.70050750971564,98.39608724493331
GTEX-QDVJ,7.737975851418027,50.87678950417786,7.139371961916536,0.0,2.1618008525687475,99.38465362700993,99.39637751990648
GTEX-QDVN,4.36571879695955,54.402517962413256,8.45813902903556,0.0,0.0,100.0,100.0
GTEX-QEG4,16.586155262145898,51.34513387101808,13.77522162216617,2.49565288298156,0.0,98.96103201410116,99.04555266821055
GTEX-QEG5,3.51696325993316,30.368371060497896,9.880617390306654,0.0,0.9561088295687884,100.0,100.0
GTEX-QEL4,14.866909137725706,63.670666939592856,0.0,0.0,0.0,100.0,100.0
GTEX-QESD,14.31540558028274,39.135266188503884,13.983213270768621,0.0,0.0,98.76197801591655,99.0399340043523
GTEX-QMR6,2.503942533594127,45.83952964835993,0.0,0.0,0.0,100.0,100.0
GTEX-QMRM,9.274516161763762,56.18344157403431,4.631331234229726,0.0,0.0,100.0,98.47068722784684
GTEX-QV44,5.324823793780252,57.99686283622844,7.948786343024807,0.0,0.0,100.0,100.0
GTEX-QXCU,16.93560603400624,31.341313441623498,15.059077875836014,0.0,0.0,100.0,100.0
GTEX-R3RS,14.63813994105447,35.04297284255463,4.277553488488204,0.0,0.0,100.0,100.0
GTEX-R55C,7.71122370348328,54.68941008366861,3.754555679157269,0.0,0.0,97.9592197551569,100.0
GTEX-R55D,2.261344665351343,52.82513751178796,19.47076118915387,0.0,0.0,100.0,100.0
GTEX-R55G,3.820905178112737,64.30474184103717,4.702915273408192,0.0,0.0,100.0,100.0
GTEX-REY6,6.084115965700286,61.53363048829319,4.795622787254587,0.0,0.0,100.0,100.0
GTEX-RM2N,10.47598494892894,52.3371265389959,6.375603376988019,0.0,0.0,100.0,100.0
GTEX-RN64,15.815672925588375,39.087607890458294,25.593156288620534,3.197424892703862,1.7867849862093776,100.0,100.0
GTEX-RNOR,1.7342802561421269,41.51756017431205,19.895884508894024,0.0,1.229474379074181,98.86907467914193,98.96423521237973
GTEX-RTLS,7.788971031568556,49.639730378864186,8.426707882957855,1.117360329958755,0.0,100.0,100.0
GTEX-RU1J,2.970065210444218,55.81304278036387,4.244574506655616,0.0,0.0,100.0,98.8395742431326
GTEX-RU72,7.149120630035902,41.06919351289136,18.392538746399673,0.0,0.0,97.28292303677739,97.16423623429245
GTEX-RUSQ,4.73362070643748,52.488897019365375,3.5863645936757225,0.0,0.0,100.0,100.0
GTEX-RVPV,10.763608549696173,54.65454193090745,30.9029250919849,0.8687033582089551,0.0,98.95090167923247,96.93277088177157
GTEX-RWS6,8.175549513545384,63.73874269231059,3.568719811584367,0.0,0.0,98.75595693393885,98.90758727838183
GTEX-RWSA,6.209654859685566,35.359476048442595,26.144120086964172,0.0,0.0,100.0,100.0
GTEX-S32W,7.983829691671149,65.89661249117934,13.197283621392497,0.0,0.0,99.0589024566373,98.24808551072994
GTEX-S33H,9.190633864995007,69.16780749778941,4.336858445716503,0.0,0.0,100.0,99.43506042877284
GTEX-S341,7.869082619813517,49.87314479184273,15.259942561252476,0.0,0.0,100.0,100.0
GTEX-S4Q7,3.152570023858641,49.78855428024217,5.265079495558433,2.154580290651435,0.0,98.55538971938088,98.54296455746297
GTEX-S4Z8,7.840994996700975,55.78463017481889,7.4228514557068985,0.0,0.0,99.15692997301758,99.23530463197699
GTEX-S7SE,5.028100006692172,50.96473014864771,6.712921247071546,0.0,0.0,100.0,100.0
GTEX-S7SF,8.900756195738786,61.630435820933535,10.317871301597544,0.0,0.0,100.0,100.0
GTEX-SE5C,3.557421842575247,68.62032283307704,27.057266210893772,0.0,0.0,100.0,100.0
GTEX-SIU7,3.645161252075403,53.255748548523975,5.176119156920431,0.0,0.0,100.0,100.0
GTEX-SIU8,6.384596179812084,29.818200516728616,8.528906697195191,0.0,0.0,100.0,100.0
GTEX-SN8G,5.552782016214658,47.95431295697895,9.082992249412175,0.0,0.0,100.0,100.0
GTEX-SNOS,3.4092061018736013,46.158140355786344,1.6857933794089182,0.0,0.0,100.0,100.0
GTEX-SUCS,4.616232804697467,55.27852368889494,3.2769525300635185,0.0,0.0,100.0,99.35252229867906
GTEX-T2IS,10.61382929341475,61.72929253006606,5.6300737700168,0.0,0.0,100.0,100.0
GTEX-T5JC,9.720103423339507,54.90121567172102,11.01488081691463,0.0,0.0,100.0,100.0
GTEX-T6MN,7.793809394722677,45.14796430537501,10.13364610872465,0.0,0.0,96.82695766501784,97.54445372432097
GTEX-T6MO,7.4892631009295245,63.70440247901943,0.0,0.0,0.0,99.0313330200351,99.10784206822034
GTEX-T8EM,13.255708934263483,48.481695376894955,24.733029064231342,1.132089807392774,0.0,100.0,100.0
GTEX-TML8,4.888893046034121,60.909919748551836,13.090345812164403,0.0,0.0,97.87792166589453,98.85190956260116
GTEX-TMMY,12.563776421660403,55.86533992550131,13.537728527157311,1.2293222226805824,0.6808627307622007,100.0,100.0
GTEX-TSE9,9.165033544566354,42.80260550802868,16.20776395404174,0.0,0.0,100.0,100.0
GTEX-U3ZH,10.691028860899095,61.45951861268482,6.829670995556718,0.0,0.0,100.0,100.0
GTEX-U3ZM,6.8600240108005,54.128661406926646,5.88855628370981,0.0,0.0,100.0,100.0
GTEX-U3ZN,4.4147010705038205,51.56130318434813,7.0184013764579545,0.0,0.0,98.2359012265377,97.88027742071759
GTEX-U412,8.365525097518896,57.213494045966094,21.09623869588156,0.0,0.0,100.0,100.0
GTEX-U8T8,7.564426578391694,37.95544394209999,15.953724229447486,0.0,0.0,96.56920025000679,96.60841657018798
GTEX-U8XE,3.9449547067760182,38.4250753250584,14.661702691438611,0.0,0.0,98.10679666246371,98.40580784539354
GTEX-UJHI,7.268908071233605,56.172016650996504,9.92984809070129,0.0,0.0,100.0,100.0
GTEX-UJMC,5.462416626041901,50.42869962535966,14.866265014006677,0.0,0.0,100.0,100.0
GTEX-UPIC,10.189625477018676,53.77173390688434,4.612646080024767,0.0,0.0,100.0,100.0
GTEX-UPJH,14.532169994275215,43.30051663091849,9.650743600815401,0.5692672117368379,0.0,100.0,100.0
GTEX-UPK5,5.2060494933710215,56.76542007351204,6.768300114116044,0.0,0.0,98.77467817862583,98.5495732581897
GTEX-V1D1,7.151955916321645,57.49925368711292,7.122857337977191,0.6562720225510923,0.0,100.0,100.0
GTEX-VJYA,13.640343476759984,67.9666495483793,3.8648684943955818,0.0,0.0,100.0,100.0
GTEX-VUSG,14.946432100714366,64.07229634108957,3.7394145898505022,0.0,0.0,100.0,99.17118196273661
GTEX-W5X1,0.0,38.77608172523949,6.888639312716166,1.1951072789252055,0.0,100.0,100.0
GTEX-WFG7,6.795727700500427,59.38208211262202,4.0594714513680765,0.0,0.0,100.0,100.0
GTEX-WFG8,5.185281764608321,43.68611010876652,11.743687527850742,0.0,0.0,96.6184064156531,98.2778696326051
GTEX-WFJO,8.387946509182449,52.56827028641303,7.307778464784744,0.0,0.0,100.0,100.0
GTEX-WFON,4.702830033475873,58.44751121912224,4.185064541764786,0.0,0.0,100.0,100.0
GTEX-WH7G,13.818944844124701,50.49259032254329,5.4767623646753325,0.0,0.0,100.0,100.0
GTEX-WHPG,13.667512005611613,52.818122017687664,6.84174623540505,0.0,0.0,98.44280527858176,100.0
GTEX-WHSB,8.856746582127997,44.203474279867,7.802214242968282,0.0,0.0,100.0,100.0
GTEX-WK11,12.188091690172337,57.78242197945013,15.796511081750097,0.0,0.0,100.0,98.9214225238491
GTEX-WOFM,4.517372428793736,42.653605568796756,6.814427599812387,0.43185902266535264,0.0,99.5287713108509,99.58207497196634
GTEX-WRHU,4.854646161055203,31.252530920815214,8.520967810623528,0.0,0.0,99.11597374179432,100.0
GTEX-WVJS,9.947306789229955,60.245900035171715,14.06163371022966,2.3299452697419856,0.0,98.90124654123834,100.0
