,ENSG00000114416.13_20,ENSG00000114416.13_21,ENSG00000114416.13_3,ENSG00000114416.13_4,ENSG00000114416.13_5,ENSG00000114416.13_6,ENSG00000114416.13_7
GTEX-WWYW,8.656993035279582,51.53265784518427,8.956003201680579,0.0,1.2793543124543856,99.25171826970592,100.0
GTEX-WY7C,5.225959381614379,64.91572969048524,5.138400056800315,0.0,0.0,100.0,100.0
GTEX-WYBS,4.832956652940905,46.1581260859233,7.907426976473804,0.818996317264882,0.0,99.55299419755487,99.59202778643342
GTEX-WYJK,9.242891902133197,51.60429861339989,18.81209858922984,0.0,2.35647635616005,100.0,100.0
GTEX-WYVS,7.317503122997178,52.65881034656519,1.3926274861671901,0.0,0.4401252436935075,100.0,100.0
GTEX-WZTO,5.2754524403495,36.11715001376397,19.716488517937954,0.0,0.0,98.69751115014279,98.96410363311875
GTEX-X261,8.169586225516996,61.28140864982971,12.060149371900291,0.0,0.0,98.65619742455578,100.0
GTEX-X3Y1,8.040486546055751,58.182199290103796,4.210252250961922,0.0,0.0,99.23465192954858,99.2354480274559
GTEX-X4EO,10.130960475359919,50.638568823928054,13.418594134293125,0.5847723704866562,0.0,99.27204898749943,99.28761356407227
GTEX-X4EP,7.559093125544878,46.10912343470483,10.181456657657986,0.0,0.0,100.0,100.0
GTEX-X4LF,8.699513891071241,55.14808344131449,8.60696248102621,0.0,1.856929212362911,98.94854206508421,100.0
GTEX-X4XX,5.408944908809352,61.90644851101679,14.10787241755716,0.0,0.0,100.0,100.0
GTEX-X4XY,7.098791116327983,43.43864023909496,6.293558606124604,0.0,0.0,100.0,100.0
GTEX-X585,9.339398913106692,62.66984043535746,10.878398551941629,0.0,0.0,99.22471664736774,99.26361761935757
GTEX-X5EB,6.9334574220567715,49.475481422490915,6.286186188881808,0.0,0.0,97.39065285348903,100.0
GTEX-XBEC,5.778379825102824,40.30949505967333,6.5309606600342445,0.0,0.0,100.0,100.0
GTEX-XBED,3.3048853503277047,58.68718552778069,5.273802902361329,0.0,0.0,100.0,100.0
GTEX-XBEW,10.437463890340917,62.747832538712025,15.318414784166029,0.0,0.0,98.65819246568425,98.67269398331635
GTEX-XGQ4,6.606613614618094,53.683277522862696,6.914687910897982,0.0,0.0,100.0,100.0
GTEX-XMD2,13.758513324327215,39.358215736900206,14.405914325615615,0.0,0.0,98.45231600948838,98.52035966829264
GTEX-XOT4,8.963363232909531,31.96702800361337,14.76189342186518,0.0,0.0,100.0,100.0
GTEX-XPVG,6.595866914950572,36.44953082593297,5.945796416210518,0.0,0.0,100.0,100.0
GTEX-XQ3S,7.41094999426101,43.51137492172051,7.948786343024807,0.0,0.0,100.0,100.0
GTEX-XQ8I,8.53359402019628,52.66566220321211,14.770723966605262,0.0,1.1983271674441047,100.0,99.19399750371409
GTEX-XUJ4,12.90778196315957,45.222311800276685,2.2301216089803555,0.0,0.0,100.0,100.0
GTEX-XV7Q,4.325772576391204,67.57675530500116,4.795622787254587,0.0,0.0,100.0,100.0
GTEX-XXEK,6.822518515492416,63.705055869758084,12.016731523131195,0.0,0.0,100.0,100.0
GTEX-XYKS,5.980559683491378,63.94916331230639,15.6523851726132,0.0,0.0,100.0,100.0
GTEX-Y111,15.372239497283685,65.595844423773,11.737324548839874,0.0,0.0,100.0,100.0
GTEX-Y3I4,2.5258518392947957,55.34368183004995,0.9973893834928711,0.0,0.0,100.0,98.31051720421884
GTEX-Y3IK,4.34652935343601,49.18898800719847,0.0,0.0,0.0,100.0,100.0
GTEX-Y5LM,5.5453600441472775,52.569919560301145,8.645894439020672,0.0,0.0,97.22565200611456,100.0
GTEX-Y5V5,8.175388526099498,55.13157676820113,13.634621171213876,0.39969955469714036,0.0,99.5059307872626,100.0
GTEX-Y5V6,6.3215952481968625,55.182030384200274,2.0118931239164133,0.0,0.0,97.84853872377342,98.48202732850552
GTEX-Y8E4,8.876527403316045,60.35106419905932,6.575418201733142,0.0,0.0,100.0,100.0
GTEX-Y8LW,5.4767168882214845,38.06108743409982,12.644108523458938,0.0,0.9758333879101448,98.87330416938812,98.84646879413266
GTEX-Y9LG,2.9716767499181573,32.19012172682433,6.121479376955108,0.0,0.0,100.0,100.0
GTEX-YB5E,4.220652187343123,45.698130912965915,3.545960079002956,0.0,0.0,100.0,99.00149159896944
GTEX-YEC3,9.187520591127194,53.91719612787862,7.49241383394426,0.0,0.42433217520077465,100.0,100.0
GTEX-YEC4,9.190966527921871,53.348256923892244,9.520378476848201,2.248604054529906,0.0,100.0,100.0
GTEX-YECK,8.754306302238929,44.0101352546666,17.38917868224848,0.0,0.0,100.0,100.0
GTEX-YF7O,10.79493955683675,55.54168530481609,11.418322033030364,0.0,0.0,99.19219484260397,99.28060599619343
GTEX-YFC4,4.351233360811175,41.900137738009654,31.241517292357834,0.0,0.0,99.54375759886399,98.70580267307669
GTEX-YFCO,7.834421608299766,56.86995224674519,13.641125980374335,0.0,1.7536632731124582,100.0,100.0
GTEX-YJ8O,22.366436047476487,60.69050573901429,11.797215895302985,0.0,0.0,100.0,100.0
GTEX-ZA64,5.6498112861285525,41.20039037085231,1.809526122756309,0.0,0.0,100.0,100.0
GTEX-ZAB4,5.155110729872807,46.9763464663344,6.9415327276962495,0.0,0.0,100.0,100.0
GTEX-ZAB5,13.39262549502704,71.16226518428009,12.576872060774146,0.0,0.0,100.0,100.0
GTEX-ZC5H,4.602868394731556,56.619172640860604,10.026830270137996,1.7820124382076228,0.0,98.8031285745054,99.46942941828284
GTEX-ZDTS,2.1186187979221307,22.914992581508876,24.79926275705721,0.0,0.7953453613750401,100.0,99.01081830971238
GTEX-ZDTT,4.717985146667506,55.58768003472719,3.813595327560814,0.5545630489801994,0.0,99.34798600300249,99.43842581743708
GTEX-ZDXO,12.300568782953324,24.457481009517537,4.906849830636055,0.0,1.1405388854868341,98.71747253200763,98.47397850758867
GTEX-ZDYS,6.564774160222421,40.71839372318004,7.6031084338433255,0.0,0.0,100.0,100.0
GTEX-ZE7O,7.8537518851659165,61.67497130635594,17.09844031536122,0.0,0.0,99.21072445726563,99.237449932155
GTEX-ZEX8,6.558585384345402,47.6278510414837,4.808002581477896,0.0,0.0,100.0,100.0
GTEX-ZF28,8.010857734824743,71.84349781935964,10.939067147246444,0.0,0.0,97.41974098870999,97.06787684117425
GTEX-ZF29,7.108939404872553,52.52391893606906,7.676010603001545,0.0,0.0,100.0,99.07468685956337
GTEX-ZF2S,3.6149893028077376,46.882521557802505,5.827883242220546,0.0,0.0,100.0,99.35259940662937
GTEX-ZG7Y,7.100410397141861,53.35615605893559,4.309997993070913,0.0,0.0,100.0,100.0
GTEX-ZLV1,4.144352444364313,54.34385654912061,11.63732468951673,0.0,0.0,100.0,100.0
GTEX-ZLWG,4.126942614336186,46.62609145008551,7.024988213107025,0.0,0.0,100.0,100.0
GTEX-ZPIC,5.708121206614725,57.835050484216524,3.684830730128355,0.0,0.0,99.42132083233544,100.0
GTEX-ZPU1,5.676631245859551,43.88861839529458,15.421016010158977,0.0,0.0,100.0,100.0
GTEX-ZQG8,4.192784325195038,54.46518318474162,18.489867263587087,0.0,0.0,100.0,100.0
GTEX-ZT9W,2.671620612458087,41.2880419381709,11.956264780780574,0.0,0.0,100.0,100.0
GTEX-ZT9X,2.615756141731835,58.52230584470753,4.501209531430521,0.0,1.1136856267284552,98.0797575551321,98.43435047934325
GTEX-ZTPG,7.246787986868236,51.52009730208006,9.843391753779192,0.0,0.0,100.0,99.44471650035202
GTEX-ZTTD,3.914970245522536,50.8871363136702,30.746089449702378,0.0,0.0,97.2492942805747,100.0
GTEX-ZUA1,5.461751427024998,35.307537732773284,22.14332388385468,0.0,1.1833379660882342,100.0,100.0
GTEX-ZVT3,6.162863003407399,27.091504557844537,5.7000765110941085,0.9451915757421974,0.0,98.90169161240371,98.92685193118074
GTEX-ZVZQ,9.58333462468928,50.32550314372759,9.599118851181446,1.3958281289033225,0.5171097383216492,99.44785842871443,98.93152739478019
GTEX-ZXG5,13.80353918246177,58.290008399077195,19.49978712286881,0.0,0.0,100.0,100.0
GTEX-ZY6K,3.6419715442619744,51.918392372780666,4.336858445716503,0.0,0.0,100.0,100.0
GTEX-ZYFG,4.205151413051722,43.02617809135239,8.333506873685431,0.0,0.0,100.0,100.0
GTEX-ZYT6,12.382122339848973,50.67139628546475,12.961962269323928,0.8349209906981956,0.0,100.0,100.0
GTEX-ZYVF,3.818915163696699,52.881647096997,17.59406180564759,0.0,0.0,98.81655418072741,97.7876237121216
GTEX-ZYW4,10.798477730775327,48.52170596228574,12.369851297461539,0.0,0.0,99.13586473630826,100.0
GTEX-ZYWO,10.02687688179081,58.57525698380773,5.5378064004048415,0.0,0.0,98.65292606798121,98.73645195709553
GTEX-ZYY3,6.109748492928007,51.49583222945583,9.5661744473998,0.0,0.0,100.0,100.0
GTEX-ZZPT,2.5773559435299345,42.89002495794885,40.44834064676565,0.6990054419215612,0.0,99.29885456438737,98.78361971246873
GTEX-ZZPU,6.191802748834132,43.7985422601148,5.002234970131192,0.0,0.0,100.0,100.0
